idx,doc_id,senti_score_assets,senti_score_economy,senti_score_expenses,senti_score_govt policy,senti_score_industry,senti_score_innovation,senti_score_liquidity,senti_score_margins,senti_score_merges_acquisitions,senti_score_negative indicators,senti_score_positive indicators,indicators_ratio,senti_score_pricing,senti_score_product portfolio,senti_score_ratio,senti_score_recent trends,senti_score_recognition_awards,senti_score_revenue,senti_score_stocks,company,BSE_Code,Release_Date,BSE_Code_Yr,id,yr,Base_Price,one_mnthcp,six_mnthcp,one_yearcp,one_mnthcpchngper,six_mnthcpchngper,one_yearcpchngper,y_target,y_segment,y_target1,y_target6,y_target12
81,D:\Danny\DATA_text\BAYERCROP\5062850313.txt,6,1.666666667,1,2.166666667,2.25,11,1,0.5,3,1,8,8,6,9,11,5,4,5,3,BAYERCROP,506285,1/3/2013,506285_2013,506285,2013,1096.15,1096.35,1536.1,1477,0,40.1,34.7,7.394493107,7to8,5.010635294,5.247550249,5.218732887
82,D:\Danny\DATA_text\BAYERCROP\5062850314.txt,5,2,4,4.2,4,17,1.5,3,6,1,20,20,7,20,8,9,5,5,2,BAYERCROP,506285,1/3/2014,506285_2014,506285,2014,1477,1427.7,2392.75,3419.3,-3.3,62,131.5,8.180124777,8+,4.988389685,5.356586275,5.640132448
83,D:\Danny\DATA_text\BAYERCROP\5062850315.txt,1,1,1,2,1,3,1,1,1,1,2,2,1,1,1,1,1,1,2,BAYERCROP,506285,1/3/2015,506285_2015,506285,2015,3419.3,4016.9,3851.5,3462.1,17.5,12.6,1.3,8.1920446,8+,5.120983351,5.091293197,5.019264621
84,D:\Danny\DATA_text\BBTC\5014250310.txt,1.8,4,1.5,2,2.333333333,1.25,1,4,0.8,2,2,1,1,6,1.5,1,1,1,0.666666667,BBTC,501425,1/3/2010,501425_2010,501425,2010,326.05,353.8,538.35,369.7,8.5,65.1,13.4,6.253251722,6to7,5.065754593,5.371103036,5.096201182
85,D:\Danny\DATA_text\BBTC\5014250311.txt,2.25,1.75,1.5,2,3,1.166666667,3,5,0.363636364,1,8,8,1.666666667,1.5,1.666666667,1,2,1.5,1,BBTC,501425,1/3/2011,501425_2011,501425,2011,369.7,435,418.1,446.65,17.7,13.1,20.8,6.391330677,6to7,5.122176669,5.09436351,5.140493281
86,D:\Danny\DATA_text\BBTC\5014250312.txt,2.5,1.75,2,1.285714286,3.5,1.75,0.5,2.5,0.5,1.666666667,5,3,0.666666667,1.5,1.692307692,3,2,3,0.666666667,BBTC,501425,1/3/2012,501425_2012,501425,2012,446.65,547.5,524.25,105.3,22.6,17.4,-76.4,5.542439324,5to6,5.150976779,5.120386158,4.298645026
87,D:\Danny\DATA_text\BBTC\5014250313.txt,1.333333333,3,2,2,1.166666667,2,0.5,2,1.75,1.666666667,4,2.4,1,2,1.8,1,0.5,3,1.333333333,BBTC,501425,1/3/2013,501425_2013,501425,2013,105.3,111.8,85.95,93.9,6.2,-18.4,-10.8,5.496758305,5to6,5.051137237,4.879767019,4.935911748
88,D:\Danny\DATA_text\BBTC\5014250314.txt,1.5,1.333333333,0.5,1.75,1.333333333,2,1.5,0.5,1.4,2.5,2.5,1,1,4,1.083333333,0.5,1,1,1.5,BBTC,501425,1/3/2014,501425_2014,501425,2014,93.9,105.45,207.6,425.4,12.3,121.1,353,6.355065451,6to7,5.089446475,5.602487757,6.22059017
89,D:\Danny\DATA_text\BBTC\5014250315.txt,2,2,1,4,5,1,1,1,0.5,3,6,2,1,2,2.25,0.5,1,1,0.333333333,BBTC,501425,1/3/2015,501425_2015,501425,2015,425.4,482.5,471.45,497.7,13.4,10.8,17,6.473427626,6to7,5.096201182,5.080161357,5.117993812
90,D:\Danny\DATA_text\BHARTIARTL\5324540310.txt,19,15,7,7,1.733333333,15,1.4,10,10.33333333,4,1.666666667,0.416666667,15,4,12.66666667,7,3.6,8,9,BHARTIARTL,532454,1/3/2010,532454_2010,532454,2010,279.25,304.85,327.15,331.1,9.2,17.2,18.6,6.176075149,6to7,5.070161273,5.119190701,5.127529046
91,D:\Danny\DATA_text\BHARTIARTL\5324540311.txt,6.25,4.5,7,6.25,2.2,28,3.5,16,12,5,2,0.4,21,9,8.5,5.5,2.333333333,9,6,BHARTIARTL,532454,1/3/2011,532454_2011,532454,2011,331.1,372.15,404.2,343.4,12.4,22.1,3.7,6.201320204,6to7,5.090062428,5.148075703,5.035002651
92,D:\Danny\DATA_text\BHARTIARTL\5324540312.txt,12.66666667,6.666666667,8,7.5,1.3,11,3,18,13,5,2.333333333,0.466666667,14,10,19.5,7,7.5,1.666666667,10,BHARTIARTL,532454,1/3/2012,532454_2012,532454,2012,343.4,322.45,245.7,323.55,-6.1,-28.5,-5.8,6.160257504,6to7,4.969118614,4.799914263,4.971201225
93,D:\Danny\DATA_text\BHARTIARTL\5324540313.txt,7.5,7,3.5,5.5,2.625,5.75,2,10.5,9.333333333,5,4,0.8,18,12,19.5,8,6,4.5,7.5,BHARTIARTL,532454,1/3/2013,532454_2013,532454,2013,323.55,279.85,298.55,287.5,-13.5,-7.7,-11.1,6.081076706,6to7,4.916324615,4.957937505,4.93375425
94,D:\Danny\DATA_text\BHARTIARTL\5324540314.txt,10.6,12.5,3.333333333,10.42857143,2.384615385,8.5,4.5,8.666666667,9.25,8.5,9,1.058823529,25,5,10.5,6.333333333,6,4.5,13,BHARTIARTL,532454,1/3/2014,532454_2014,532454,2014,287.5,324.65,369.7,357.2,12.9,28.6,24.2,6.228905403,6to7,5.093136516,5.185148668,5.160204064
95,D:\Danny\DATA_text\BHARTIARTL\5324540315.txt,5.555555556,6.333333333,3,7,1.583333333,7.5,5.5,7.666666667,4.333333333,15,12,0.8,29,4,5.875,13,2.75,4.666666667,16,BHARTIARTL,532454,1/3/2015,532454_2015,532454,2015,357.2,414.6,354.5,339.9,16.1,-0.8,-4.8,6.194201289,6to7,5.112590017,5.005287688,4.978112102
96,D:\Danny\DATA_text\BLUEDART\5266120313.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BLUEDART,526612,1/3/2013,526612_2013,526612,2013,2296.75,2255,2199.05,3323.85,-1.8,-4.3,44.7,8.153018768,8+,4.998562713,4.981549713,5.271459912
97,D:\Danny\DATA_text\BLUEDART\5266121210.txt,2.5,7,4,10,4.5,13,3,3,4,2,5,2.5,3,9,6,7,8,5,3,BLUEDART,526612,1/12/2010,526612_2010,526612,2010,655.55,906.45,1086.15,1000.5,38.3,65.7,52.6,7.047951909,7to8,5.238036436,5.373888553,5.311233592
98,D:\Danny\DATA_text\BLUEDART\5266121211.txt,2.5,4.5,4,12,3.333333333,15,4,1,7,2,6,3,2,4,5,4,15,9,5,BLUEDART,526612,1/12/2011,526612_2011,526612,2011,1000.5,1378.2,1628.55,1875.75,37.8,62.8,87.5,7.613695281,7to8,5.235377567,5.360352757,5.470167623
99,D:\Danny\DATA_text\BOSCHLTD\5005301210.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOSCHLTD,500530,1/12/2010,500530_2010,500530,2010,4615.95,4896.25,5977.55,5989.25,6.1,29.5,29.8,8.722457864,8+,5.050496828,5.190175208,5.191845122
100,D:\Danny\DATA_text\BOSCHLTD\5005301211.txt,3,18,0.8,7.333333333,3,5,3,5,3,4,7,1.75,2.5,3,2.666666667,11,7,9,5,BOSCHLTD,500530,1/12/2011,500530_2011,500530,2011,5989.25,6365.1,7219.95,7883.95,6.3,20.5,31.6,8.991431591,8+,5.051777237,5.138735297,5.201806466
101,D:\Danny\DATA_text\BOSCHLTD\5005301212.txt,9,11.5,2,10.5,11,5.4,2.25,6,5,6,19,3.166666667,7,6.333333333,15,4.5,11,9,1,BOSCHLTD,500530,1/12/2012,500530_2012,500530,2012,7883.95,8512.05,8551.9,8771.1,8,8.5,11.3,9.096174536,8+,5.062595033,5.065754593,5.083265985
102,D:\Danny\DATA_text\BOSCHLTD\5005301213.txt,9,4,2,4.833333333,2.75,2.333333333,2.333333333,5,5,1.666666667,4,2.4,1.5,4,3.666666667,4,3,0.857142857,1,BOSCHLTD,500530,1/12/2013,500530_2013,500530,2013,8771.1,8614.8,8217.5,9366.3,-1.8,-6.3,6.8,9.160761397,8+,4.998562713,4.967727793,5.054971108
103,D:\Danny\DATA_text\BRITANNIA\5008250310.txt,4.666666667,2.333333333,1.5,1.8,3.5,2,1.666666667,1,6,1.666666667,6,3.6,5.5,12,12,5,6,5,0.5,BRITANNIA,500825,1/3/2010,500825_2010,500825,2010,1671.3,1651.45,2049.5,337.45,-1.2,22.6,-79.8,6.189187721,6to7,5.002603122,5.150976779,4.251348311
104,D:\Danny\DATA_text\BRITANNIA\5008250311.txt,1.666666667,3,1,1.833333333,8,1.666666667,2.5,3,6,2,4,2,4.5,10,6,3,5,4,2.5,BRITANNIA,500825,1/3/2011,500825_2011,500825,2011,337.45,389.05,485.4,509.1,15.3,43.8,50.9,6.490875268,6to7,5.107762005,5.266826699,5.302807272
105,D:\Danny\DATA_text\BRITANNIA\5008250312.txt,11,1,0.666666667,1.111111111,8,2.6,1.25,7,4,1.333333333,7,5.25,2,2.75,2.5,1,5,2.5,1.5,BRITANNIA,500825,1/3/2012,500825_2012,500825,2012,509.1,584.25,502.15,480.3,14.8,-1.4,-5.7,6.446195897,6to7,5.104732617,5.001258132,4.971894466
106,D:\Danny\DATA_text\BRITANNIA\5008250313.txt,4.666666667,2.5,1,1.5,6,6.5,0.5,5,7,1,8,8,8,3.25,4,4.5,5,2,3,BRITANNIA,500825,1/3/2013,500825_2013,500825,2013,480.3,527.25,702.8,887.2,9.8,46.3,84.7,6.944280054,6to7,5.073923033,5.279644101,5.458308103
107,D:\Danny\DATA_text\BRITANNIA\5008250314.txt,8,2,0.666666667,1.428571429,2.5,3.666666667,1.5,2,4,1,11,11,9,5.5,2,1.333333333,8,6,4,BRITANNIA,500825,1/3/2014,500825_2014,500825,2014,887.2,880.6,1246.15,2093.8,-0.7,40.5,136,7.715926136,7to8,5.005957705,5.249652195,5.655991811
108,D:\Danny\DATA_text\BRITANNIA\5008250315.txt,1.333333333,2,0.2,4,9,6.333333333,1,7,10,1.666666667,12,7.2,9,6,2,4,9,9,4,BRITANNIA,500825,1/3/2015,500825_2015,500825,2015,2093.8,2345.65,2928.95,2963.7,12,39.9,41.5,8.043567009,8+,5.087596335,5.246497618,5.254887809
109,D:\Danny\DATA_text\CADILAHC\5323210310.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CADILAHC,532321,1/3/2010,532321_2010,532321,2010,761.65,592.4,603.25,735.35,-22.2,-20.8,-3.5,6.785983047,6to7,4.850466542,4.861361591,4.987025428
110,D:\Danny\DATA_text\CADILAHC\5323210311.txt,1.5,1.5,2,7.5,5.5,6,3,4,2,1,4,4,2,3.5,2.5,3,8,4.5,2,CADILAHC,532321,1/3/2011,532321_2011,532321,2011,735.35,843.8,841.6,691.5,14.7,14.4,-6,6.735186014,6to7,5.104125637,5.102302483,4.9698133
111,D:\Danny\DATA_text\CADILAHC\5323210312.txt,2,3,3,18,14,11,1,1,6,2,5,2.5,8,13,27,3,8,8,1,CADILAHC,532321,1/3/2012,532321_2012,532321,2012,691.5,713.2,915.9,759.1,3.1,32.5,9.8,6.812455099,6to7,5.031091303,5.206750173,5.073923033
112,D:\Danny\DATA_text\CADILAHC\5323210313.txt,2,0.333333333,3,14,10,2.5,3,1.5,1.5,0.333333333,2,6,3,10,10,1.5,1.5,2,0.5,CADILAHC,532321,1/3/2013,532321_2013,532321,2013,759.1,729.25,650.15,1036.95,-3.9,-14.4,36.6,7.079142271,7to8,4.984291319,4.909709376,5.228967288
113,D:\Danny\DATA_text\CADILAHC\5323210314.txt,1,1.333333333,2,17,2.4,2.333333333,0.5,0.25,2.333333333,1,2,2,1.666666667,3.333333333,4,2,5,4.5,0.333333333,CADILAHC,532321,1/3/2014,532321_2014,532321,2014,1036.95,976.85,1200.4,1547.9,-5.8,15.8,49.3,7.437147472,7to8,4.971201225,5.110782243,5.294811227
114,D:\Danny\DATA_text\CADILAHC\5323210315.txt,3,7,2,26,8.5,3.2,0.5,0.5,2.666666667,1,2,2,2,4.5,13,4,7,1.333333333,1,CADILAHC,532321,1/3/2015,532321_2015,532321,2015,1547.9,1781.5,1899.9,327.8,15.1,22.7,-78.8,6.169192235,6to7,5.106551351,5.151555985,4.265492818
115,D:\Danny\DATA_text\CCHHL\5265500311.txt,2,3.5,1,5.5,1.666666667,5,1.5,4,1,3,2,0.666666667,8,3,1,1,4,6,1,CCHHL,526550,1/3/2011,526550_2011,526550,2011,11.8,13.06,9.08,7.87,10.7,-23.1,-33.3,5.06177191,5to6,5.079539273,4.843399375,4.759606539
116,D:\Danny\DATA_text\CCHHL\5265500312.txt,2,3,4,8,3,7,3,1,2,3,1,0.333333333,5,3,6,1,3,2,1.5,CCHHL,526550,1/3/2012,526550_2012,526550,2012,7.87,6.71,7.21,6.6,-14.7,-8.4,-16.1,5.053694784,5to6,4.907494535,4.953006181,4.897093253
117,D:\Danny\DATA_text\CCHHL\5265500313.txt,3,7,4,4.5,8,3,3,1,2,3,2,0.666666667,6,3,8,1,3,4,1.5,CCHHL,526550,1/3/2013,526550_2013,526550,2013,6.6,7.72,5.76,7.8,17,-12.7,18.2,5.061328408,5to6,5.117993812,4.922168313,5.125153748
118,D:\Danny\DATA_text\CCHHL\5265500315.txt,5,4,3,11,5,4,4,3,3,3,1,0.333333333,6,3,4.5,1,4,3,2,CCHHL,526550,1/3/2015,526550_2015,526550,2015,14.85,11.58,9.34,14.34,-22,-37.1,-3.4,5.101937453,5to6,4.852030264,4.726502471,4.987707789
119,D:\Danny\DATA_text\CCL\5196000310.txt,0.5,2,1,2,2,3,3,1,2,3,2,0.666666667,3,4,2,1,4,1,1,CCL,519600,1/3/2010,519600_2010,519600,2010,225.95,225.45,214.6,177.8,-0.2,-5,-21.3,5.792403666,5to6,5.009301071,4.976733742,4.857484115
120,D:\Danny\DATA_text\CCL\5196000311.txt,1,2,1,2,2,2.5,3,0.5,2,3,2,0.666666667,3,3,1,2,3,1,1,CCL,519600,1/3/2011,519600_2011,519600,2011,177.8,256.95,153,153,44.5,-13.9,-13.9,5.713732806,5to6,5.270432163,4.91338991,4.91338991
121,D:\Danny\DATA_text\CCL\5196000312.txt,1,2,1,4,2,2,2,1,2,1,1,1,1,5,4,2,3,1,1,CCL,519600,1/3/2012,519600_2012,519600,2012,153,157.7,259.05,279.65,3.1,69.3,82.8,6.062970924,6to7,5.031091303,5.390440655,5.450179716
122,D:\Danny\DATA_text\CCL\5196000313.txt,1,1,1,1.5,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,CCL,519600,1/3/2013,519600_2013,519600,2013,279.65,268,25.3,45,-4.2,-91,-83.9,5.272999559,5to6,4.98223582,4.077537444,4.191168747
123,D:\Danny\DATA_text\CCL\5196000314.txt,1,1.5,1,3.5,2,7,2,2,2,2,2,1,2,5,4,2,3,1,1,CCL,519600,1/3/2014,519600_2014,519600,2014,45,54.15,90.9,167.25,20.3,102,271.7,5.759690107,5to6,5.137561588,5.529429088,6.044294161
124,D:\Danny\DATA_text\CCL\5196000315.txt,2,4,1,15,6,5,2,3,2,2,2,1,2,3,7,2,5,2,2,CCL,519600,1/3/2015,519600_2015,519600,2015,167.25,210.55,221.7,218,25.9,32.6,30.3,5.908082938,5to6,5.169915652,5.207297968,5.19462213
125,D:\Danny\DATA_text\CINELINE\5328070310.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CINELINE,532807,1/3/2010,532807_2010,532807,2010,65.5,67.7,57.35,43.1,3.4,-12.4,-34.2,5.263208189,5to6,5.033048889,4.924350925,4.751864565
126,D:\Danny\DATA_text\CINELINE\5328070312.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CINELINE,532807,1/3/2012,532807_2012,532807,2012,33.7,33.25,14.05,11.19,-1.3,-58.3,-66.8,5.082583793,5to6,5.001930853,4.518522379,4.421247348
127,D:\Danny\DATA_text\CINELINE\5328070313.txt,1,1,0.666666667,2.5,5,4,1,2,2,0.5,3,6,2,2,1.666666667,2,1,3,1,CINELINE,532807,1/3/2013,532807_2013,532807,2013,11.19,11.42,7.01,8.11,2.1,-37.4,-27.5,5.063290993,5to6,5.024538199,4.723841716,4.80811103
128,D:\Danny\DATA_text\CINELINE\5328070314.txt,1,0.666666667,1.5,4,2.5,5,2.5,2,2,0.5,2,4,2,2,1.5,2,0.5,0.666666667,1,CINELINE,532807,1/3/2014,532807_2014,532807,2014,8.11,12.3,13.9,13.65,51.7,71.4,68.3,5.097730001,5to6,5.306781445,5.39997102,5.385870264
129,D:\Danny\DATA_text\CINELINE\5328070315.txt,1,1,2,4,3,3.5,1,2,3,0.5,1,2,1,1,2,1,2,3,1,CINELINE,532807,1/3/2015,532807_2015,532807,2015,13.65,14.95,13.5,22.45,9.5,-1.1,64.5,5.150107339,5to6,5.072043922,5.00327494,5.368309738
130,D:\Danny\DATA_text\CIPLA\5000870310.txt,5,4,1,4,8,3,4,1,3,3,2,0.666666667,5,4,3,4,2,2,1,CIPLA,500087,1/3/2010,500087_2010,500087,2010,315.3,330.55,303.35,299.7,4.8,-3.8,-4.9,6.108580694,6to7,5.042133961,4.984975547,4.97742316
131,D:\Danny\DATA_text\CIPLA\5000870311.txt,9,4,1,6,5,2,3,1,4,3,2,0.666666667,5,4,6,4,1,2,0.5,CIPLA,500087,1/3/2011,500087_2011,500087,2011,299.7,321.7,280,319,7.3,-6.6,6.4,6.150602768,6to7,5.05815481,4.965637928,5.052416828
132,D:\Danny\DATA_text\CIPLA\5000870312.txt,8,3,1,6,6,2.333333333,3,1,2,3,2,0.666666667,7,2,3,5,2,1,1,CIPLA,500087,1/3/2012,500087_2012,500087,2012,319,313.95,378.15,360.75,-1.6,18.5,13.1,6.235880234,6to7,4.999911331,5.12693575,5.09436351
133,D:\Danny\DATA_text\CIPLA\5000870313.txt,10,4.5,1,4,5,6.5,2.5,1,5,3,2,0.666666667,4,3,9,4,6,4,3,CIPLA,500087,1/3/2013,500087_2013,500087,2013,360.75,397.5,416.95,384.35,10.2,15.6,6.5,6.281051055,6to7,5.076423035,5.109575242,5.05305601
134,D:\Danny\DATA_text\CIPLA\5000870314.txt,8,2,1,5.5,9,6.5,7,3,4,4,6,1.5,9,1.5,3.5,4,2,2,4.5,CIPLA,500087,1/3/2014,500087_2014,500087,2014,384.35,400.75,514.3,681.5,4.3,33.8,77.3,6.723231299,6to7,5.038898759,5.21384821,5.426270731
135,D:\Danny\DATA_text\CIPLA\5000870315.txt,10,3,2,4.5,8,10.25,5,1,6,1,4,4,6,3,3,5,1,1.333333333,4,CIPLA,500087,1/3/2015,500087_2015,500087,2015,681.5,693.6,681.5,649.5,1.8,0,-4.7,6.683986532,6to7,5.022563865,5.010635294,4.978800571
136,D:\Danny\DATA_text\COLPAL\5008300311.txt,1.5,6,1,3.5,3,2,2,1,5,2,3,1.5,3,5,3,2,2,5,2,COLPAL,500830,1/3/2011,500830_2011,500830,2011,819.6,893.5,954.2,1052.45,9,16.4,28.4,7.092116421,7to8,5.068904202,5.114394528,5.18402822
137,D:\Danny\DATA_text\COLPAL\5008300312.txt,3,2,1,5,2,1.5,2,1,3,1,2,2,3,5,1.5,1,1,4,2,COLPAL,500830,1/3/2012,500830_2012,500830,2012,1052.45,1114,1217.65,1275.65,5.8,15.7,21.2,7.262383129,7to8,5.048573133,5.110178924,5.142832464
138,D:\Danny\DATA_text\COLPAL\5008300313.txt,3,2.5,1,4,1.666666667,1.2,2,0.5,2.5,2,3,1.5,4,12,3,4,0.666666667,3,2,COLPAL,500830,1/3/2013,500830_2013,500830,2013,1275.65,1341.65,1207.85,1312.85,5.2,-5.3,2.9,7.288141867,7to8,5.044714608,4.974662634,5.029784113
139,D:\Danny\DATA_text\COLPAL\5008300314.txt,2,1.666666667,1,2.333333333,2,1,2,0.5,3,2,3,1.5,3,9,2,2,1,3,2,COLPAL,500830,1/3/2014,500830_2014,500830,2014,1312.85,1396.35,1539.8,1943.1,6.4,17.3,48,7.6464015,7to8,5.052416828,5.119788608,5.288267031
140,D:\Danny\DATA_text\COLPAL\5008300315.txt,5,6,1,12.5,6,3.75,2,1,2.5,1,2,2,5,9,6,1,2,1,1.5,COLPAL,500830,1/3/2015,500830_2015,500830,2015,1943.1,2151.5,1954.2,970.35,10.7,0.6,-50.1,7.021396415,7to8,5.079539273,5.014627315,4.604169686
141,D:\Danny\DATA_text\CONCOR\5313440310.txt,1,10,1,4,8,4,8,4,3.5,3,2,0.666666667,8,3,0.833333333,1,1.5,5,0.4,CONCOR,531344,1/3/2010,531344_2010,531344,2010,1198.45,1396.4,1297.85,1113.4,16.5,8.3,-7.1,7.141561778,7to8,5.114995309,5.064491967,4.962145085
142,D:\Danny\DATA_text\CONCOR\5313440311.txt,0.692307692,5,1,2.714285714,17,3.666666667,11,0.2,7,9,3,0.333333333,9,3,0.636363636,1,5,5,0.333333333,CONCOR,531344,1/3/2011,531344_2011,531344,2011,1113.4,1311.85,932.7,978.95,17.8,-16.2,-12.1,7.029043276,7to8,5.122772794,4.896346148,4.926528785
143,D:\Danny\DATA_text\CONCOR\5313440313.txt,1.4,1,1.4,2.5,11,2.571428571,2,1.5,8.5,3.5,4,1.142857143,3.333333333,7,2,5,4,4,2,CONCOR,531344,1/3/2013,531344_2013,531344,2013,1027.8,1087.4,1045.55,761.85,5.8,1.7,-25.9,6.815475503,6to7,5.048573133,5.021904886,4.821087692
144,D:\Danny\DATA_text\CONCOR\5313440314.txt,0.5,1,0.6,1.833333333,10,9,2.333333333,1.5,16,6,5,0.833333333,3,6,3,4,4,2.333333333,1,CONCOR,531344,1/3/2014,531344_2014,531344,2014,761.85,915.55,1317.85,1541.8,20.2,73,102.4,7.43354833,7to8,5.136974216,5.407171771,5.531015131
145,D:\Danny\DATA_text\CONCOR\5313440315.txt,2.5,6,2,5.666666667,10,23,5,6,8.5,7,2.5,0.357142857,8,8,1.777777778,5,11,2,4,CONCOR,531344,1/3/2015,531344_2015,531344,2015,1541.8,1680.45,1435.25,1312.95,9,-6.9,-14.8,7.288210224,7to8,5.068904202,4.963543687,4.906755164
146,D:\Danny\DATA_text\CONFIPET\5268290310.txt,2,4,3,2,1.5,1.666666667,0.5,2,0.5,1,1,1,2,0.5,2,2,0.5,2,1,CONFIPET,526829,1/3/2010,526829_2010,526829,2010,8.37,8.96,14.68,17.6,7,75.4,110.3,5.121580188,5to6,5.056245805,5.417876602,5.561834812
147,D:\Danny\DATA_text\CONFIPET\5268290311.txt,5,3,2,7,5,2,2,2,1,2,1,0.5,1,3,7,1,1,2,1,CONFIPET,526829,1/3/2011,526829_2011,526829,2011,17.6,17,10.83,5.61,-3.4,-38.5,-68.1,5.047352877,5to6,4.987707789,4.714024591,4.405498991
148,D:\Danny\DATA_text\CONFIPET\5268290312.txt,2,3,5.5,5,3,2,1,3,1,2,1,0.5,2,2,6,1,1,2,1,CONFIPET,526829,1/3/2012,526829_2012,526829,2012,5.61,5.1,3.74,2.68,-9.1,-33.3,-52.2,5.028344228,5to6,4.948050419,4.759606539,4.582924577
149,D:\Danny\DATA_text\CONFIPET\5268290313.txt,3,1,1.333333333,5,4,3,1,3,2,1,2,2,2,3,10,1,2,2,1,CONFIPET,526829,1/3/2013,526829_2013,526829,2013,2.68,2.52,1.8,2.07,-6,-32.8,-22.8,5.024340941,5to6,4.9698133,4.763881877,4.845760651
150,D:\Danny\DATA_text\CONFIPET\5268290314.txt,6,6,1.333333333,9,3,5,4,4,2,1,1,1,3,3,7,1,2,4,1,CONFIPET,526829,1/3/2014,526829_2014,526829,2014,2.07,1.62,2.38,2.07,-21.7,15,0,5.024340941,5to6,4.854371272,5.105945474,5.010635294
151,D:\Danny\DATA_text\CONFIPET\5268290315.txt,2.5,1.333333333,1.333333333,7,2.333333333,6,4,1.5,2,1,1,1,0.5,1.5,3,3,1,4,1,CONFIPET,526829,1/3/2015,526829_2015,526829,2015,2.07,2.29,3.78,6.24,10.6,82.6,201.4,5.051393287,5to6,5.078916802,5.44932024,5.861925176
152,D:\Danny\DATA_text\CUMMINSIND\5004800310.txt,2.5,2,1,4,4.5,5,4,3,2,6,2,0.333333333,3.5,2,1.5,1,4,3,1,CUMMINSIND,500480,1/3/2010,500480_2010,500480,2010,455,530.1,737.3,650.05,16.5,62,42.9,6.684674226,6to7,5.114995309,5.356586275,5.26217192
153,D:\Danny\DATA_text\CUMMINSIND\5004800311.txt,4,9,2,17,4,21,6,5,2,2.5,3,1.2,3.5,6,5,7,8,3,1,CUMMINSIND,500480,1/3/2011,500480_2011,500480,2011,650.05,680.4,589.25,459.8,4.7,-9.4,-29.3,6.413131035,6to7,5.041487758,4.945918979,4.793308128
154,D:\Danny\DATA_text\CUMMINSIND\5004800312.txt,2.5,10,1,16,6,11,3,3,10,1.5,8,5.333333333,2.5,4,4.333333333,7,9,5,1,CUMMINSIND,500480,1/3/2012,500480_2012,500480,2012,459.8,478.15,456.2,479.85,4,-0.8,4.4,6.445481696,6to7,5.036952602,5.005287688,5.039546638
155,D:\Danny\DATA_text\CUMMINSIND\5004800313.txt,2.5,19,0.5,12,8,9.5,2.5,5,7,2,17,8.5,3,14,7,6,4,4,1,CUMMINSIND,500480,1/3/2013,500480_2013,500480,2013,479.85,482.35,393.05,505.8,0.5,-18.1,5.4,6.485855864,6to7,5.013963084,4.88204406,5.046002438
156,D:\Danny\DATA_text\CUMMINSIND\5004800314.txt,5.5,5.5,1,1.916666667,6.5,11,3,4,12,2.333333333,17,7.285714286,5,5,1.5,6,10,5,1.25,CUMMINSIND,500480,1/3/2014,500480_2014,500480,2014,505.8,568.35,690.15,896.65,12.4,36.4,77.3,6.953349867,6to7,5.090062428,5.227894902,5.426270731
157,D:\Danny\DATA_text\CUMMINSIND\5004800315.txt,6,5.666666667,1.5,3.5,7.5,12.5,11,4,8,3,19,6.333333333,2,10.5,14,8,2.5,6,1,CUMMINSIND,500480,1/3/2015,500480_2015,500480,2015,896.65,874.3,1100.45,1027.5,-2.5,22.7,14.6,7.071148826,7to8,4.993828176,5.151555985,5.103518288
158,D:\Danny\DATA_text\DABUR\5000960310.txt,14,3.75,4,15.66666667,10,12,8,8,13,2,9,4.5,5,7,12,20,4,11,1,DABUR,500096,1/3/2010,500096_2010,500096,2010,168.7,177.25,209.4,100.05,5.1,24.1,-40.7,5.521660898,5to6,5.04407007,5.159629847,4.694096395
159,D:\Danny\DATA_text\DABUR\5000960311.txt,7,17,2,9.333333333,8,12,2.5,6,9,5,12,2.4,5,11,16,16,2.333333333,9,2.5,DABUR,500096,1/3/2011,500096_2011,500096,2011,100.05,102.9,110.5,103.05,2.8,10.4,3,5.533587098,5to6,5.029129877,5.077670695,5.030437921
160,D:\Danny\DATA_text\DABUR\5000960312.txt,9,12,2,13.5,7,4.666666667,2,1,8,3,9,3,6,8,16,4,4,4.666666667,5.5,DABUR,500096,1/3/2012,500096_2012,500096,2012,103.05,109.15,123.5,126.45,5.9,19.8,22.7,5.622029973,5to6,5.049214776,5.134621274,5.151555985
161,D:\Danny\DATA_text\DABUR\5000960313.txt,9,5.333333333,1,5.428571429,3,3.75,1.5,1.5,4,4,4.5,1.125,7,4.8,7,24,5,9,4.666666667,DABUR,500096,1/3/2013,500096_2013,500096,2013,126.45,138.15,162.75,172.95,9.3,28.7,36.8,5.777497512,5to6,5.070789217,5.185708422,5.230038526
